Time,BT,Acc1,Acc2,Acc3,Gyr1,Gyr2,Gyr3,Att1,Att2,Att3,Gra1,Gra2,Gra3,Mag1,Mag2,Mag3,Mag4,Alt1,Alt2,Hea1,Hea2,Hea3,Hea4,Hea5,Hea6
0.000,-58,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.004,-58,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.031,-61,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.035,-60,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.074,-60,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.077,-60,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.079,-60,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.080,-60,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.082,-60,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
0.092,-64,-0.0461883544921875,-0.8387298583984375,-0.5682525634765625,0.2076546549797058,0.03129240870475769,0.2566041052341461,0.977659333240605,-0.13697362528495236,-1.7932805994252687,-0.07632426172494888,-0.829191267490387,-0.5537295341491699,-9.603322982788086,-21.33672332763672,-40.301395416259766,medium,0.0475616455078125,99.760986328125,4.098116874694824,14.711636543273926,12.45522689819336,-8.141611099243164,-20.917665481567383,-40.72932815551758
