Time,BT,Acc1,Acc2,Acc3,Gyr1,Gyr2,Gyr3,Att1,Att2,Att3,Gra1,Gra2,Gra3,Mag1,Mag2,Mag3,Mag4,Alt1,Alt2,Hea1,Hea2,Hea3,Hea4,Hea5,Hea6
0.000,-57,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.003,-57,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.005,-57,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.006,-57,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.007,-57,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.036,-57,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.060,-57,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.062,-57,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.089,-51,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.120,-55,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.123,-55,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.153,-56,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.155,-56,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.185,-58,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
0.188,-58,-0.0129547119140625,-0.1668853759765625,-0.959686279296875,-0.24346351623535156,-0.05215268209576607,-0.20900247991085052,0.16142027296925587,-0.0220631082763857,-1.9752236203259013,-0.021774521097540855,-0.16072018444538116,-0.9867597818374634,-10.41192626953125,12.338668823242188,-44.969207763671875,high,0.0,100.24813079833984,17.587614059448242,28.256202697753906,16.066844940185547,-9.549179077148438,15.96624755859375,-43.79426574707031
