Time,BT,Acc1,Acc2,Acc3,Gyr1,Gyr2,Gyr3,Att1,Att2,Att3,Gra1,Gra2,Gra3,Mag1,Mag2,Mag3,Mag4,Alt1,Alt2,Hea1,Hea2,Hea3,Hea4,Hea5,Hea6
0.000,-64,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.004,-64,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.040,-61,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.044,-62,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.069,-61,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.075,-62,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.105,-65,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.109,-65,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.126,-65,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.128,-65,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.131,-65,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.132,-65,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
0.133,-65,0.0382537841796875,-0.1759185791015625,-0.9905242919921875,0.02895442023873329,0.0955187976360321,0.3193950355052948,0.1808547879127118,0.054435443940949756,1.8975921454790905,0.05352117493748665,-0.17987048625946045,-0.9822332262992859,-4.800089359283447,-29.86279296875,-45.35490036010742,high,-0.1268310546875,100.4904556274414,151.83987426757812,162.5955352783203,19.50461769104004,-6.948912143707275,-29.877721786499023,-43.673545837402344
