Time,BT,Acc1,Acc2,Acc3,Gyr1,Gyr2,Gyr3,Att1,Att2,Att3,Gra1,Gra2,Gra3,Mag1,Mag2,Mag3,Mag4,Alt1,Alt2,Hea1,Hea2,Hea3,Hea4,Hea5,Hea6
0.000,-67,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.004,-67,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.033,-71,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.039,-71,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.063,-59,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.066,-59,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.094,-59,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.098,-59,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.128,-67,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
0.130,-67,-0.030548095703125,-0.4308319091796875,-0.873291015625,0.35245978832244873,-0.157279372215271,0.04830095171928406,0.39293303318425027,-0.02760371786842655,-2.8336627986030796,-0.025496799498796463,-0.38289955258369446,-0.9234380722045898,-22.084739685058594,-10.313602447509766,-41.365203857421875,high,-0.18759918212890625,100.0340805053711,335.34295654296875,345.84759521484375,11.550013542175293,5.069385528564453,-0.4714365005493164,-46.808441162109375
