Time,BT,Acc1,Acc2,Acc3,Gyr1,Gyr2,Gyr3,Att1,Att2,Att3,Gra1,Gra2,Gra3,Mag1,Mag2,Mag3,Mag4,Alt1,Alt2,Hea1,Hea2,Hea3,Hea4,Hea5,Hea6
0.000,-71,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.002,-71,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.004,-71,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.005,-71,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.006,-71,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.022,-71,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.025,-70,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.055,-87,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.057,-88,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.117,-88,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.161,-88,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.214,-67,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.250,-67,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.251,-65,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.254,-65,-0.8034820556640625,0.400238037109375,-0.1200714111328125,0.322219580411911,-1.7347886562347412,-1.0336593389511108,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.258,-65,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.3927698167252447,-1.5649286065060752,-0.71454868458367,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.260,-65,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.6150492390437164,-1.4853658838912056,-0.7318452137295703,-0.9238366484642029,0.3827487826347351,-0.005420877132564783,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.261,-65,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.6150492390437164,-1.4853658838912056,-0.7318452137295703,-0.8137664198875427,0.5769987106323242,-0.0696900486946106,-38.358131408691406,26.081985473632812,-12.258337020874023,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.262,-65,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.6150492390437164,-1.4853658838912056,-0.7318452137295703,-0.8137664198875427,0.5769987106323242,-0.0696900486946106,-30.64971351623535,33.65632247924805,-13.963340759277344,high,-0.17967987060546875,100.42817687988281,274.4944763183594,285.22357177734375,12.541479110717773,-34.149024963378906,31.13182830810547,-12.473939895629883
0.265,-65,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.6150492390437164,-1.4853658838912056,-0.7318452137295703,-0.8137664198875427,0.5769987106323242,-0.0696900486946106,-30.64971351623535,33.65632247924805,-13.963340759277344,high,-0.17967987060546875,100.42817687988281,269.3267822265625,280.0558776855469,12.542176246643066,-30.64971351623535,33.65632247924805,-13.963340759277344
0.312,-66,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.6150492390437164,-1.4853658838912056,-0.7318452137295703,-0.8137664198875427,0.5769987106323242,-0.0696900486946106,-30.64971351623535,33.65632247924805,-13.963340759277344,high,-0.17967987060546875,100.42817687988281,269.3267822265625,280.0558776855469,12.542176246643066,-30.64971351623535,33.65632247924805,-13.963340759277344
0.315,-66,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.6150492390437164,-1.4853658838912056,-0.7318452137295703,-0.8137664198875427,0.5769987106323242,-0.0696900486946106,-30.64971351623535,33.65632247924805,-13.963340759277344,high,-0.17967987060546875,100.42817687988281,269.3267822265625,280.0558776855469,12.542176246643066,-30.64971351623535,33.65632247924805,-13.963340759277344
0.343,-67,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.6150492390437164,-1.4853658838912056,-0.7318452137295703,-0.8137664198875427,0.5769987106323242,-0.0696900486946106,-30.64971351623535,33.65632247924805,-13.963340759277344,high,-0.17967987060546875,100.42817687988281,269.3267822265625,280.0558776855469,12.542176246643066,-30.64971351623535,33.65632247924805,-13.963340759277344
0.372,-67,-0.8034820556640625,0.400238037109375,-0.1200714111328125,-0.04892892763018608,-0.09050167351961136,1.7006176710128784,-0.6150492390437164,-1.4853658838912056,-0.7318452137295703,-0.8137664198875427,0.5769987106323242,-0.0696900486946106,-30.64971351623535,33.65632247924805,-13.963340759277344,high,-0.17967987060546875,100.42817687988281,269.3267822265625,280.0558776855469,12.542176246643066,-30.64971351623535,33.65632247924805,-13.963340759277344
