Time,BT,Acc1,Acc2,Acc3,Gyr1,Gyr2,Gyr3,Att1,Att2,Att3,Gra1,Gra2,Gra3,Mag1,Mag2,Mag3,Mag4,Alt1,Alt2,Hea1,Hea2,Hea3,Hea4,Hea5,Hea6
0.000,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.046,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.050,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.185,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.217,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.220,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.222,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.224,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.225,-55,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
0.296,-57,0.0184173583984375,-0.642669677734375,-0.8101348876953125,0.19192230701446533,-0.18530088663101196,-0.2024068981409073,0.692556287273742,-0.015276472262381324,-1.6789173424363744,-0.011756565421819687,-0.6385066509246826,-0.7695265412330627,-2.9995784759521484,-9.593099594116211,-43.802467346191406,high,0.0,99.75444030761719,353.9190979003906,4.629724979400635,14.335723876953125,-1.8686466217041016,-9.070964813232422,-44.132904052734375
